id_practica;nombre_practica;proposito;tipo;apto_para;descripcion_concreta;redactado;preguntas;ejemplo_inicial;ejemplo_primaria;ejemplo_secundaria;ejemplo_multigrado
61;Dibujo libre;Recueracion de contenido;Gráficas Visuales;;Expresan mediante dibujo lo que saben sobre un tema.;Expresan mediante dibujo lo que saben sobre un tema.;Dibuja lo que sabes sobre...;"Tema: La playa. 

Descripción: ""Dibujen lo que más les gusta de la playa.""";"Tema: Ecosistemas. 

Descripción: ""Dibuja un ecosistema que conozcas e identifica sus elementos (animales, plantas, agua, etc.).""";"Tema: Célula. 

Descripción: ""Dibuja una célula con las partes que recuerdes y escribe sus posibles funciones.""";"Tema: La playa. 

Descripción: Todos dibujan. Los pequeños muestran su dibujo. Los grandes explican qué ecosistema es y sus características."
62;Collage de saberes;Recueracion de contenido;Gráficas Visuales;;Recortan y pegan imágenes que representan lo que saben.;Recortan y pegan imágenes que representan lo que saben.;Busquen imágenes que representen lo que saben sobre...;"Tema: Alimentos. 

Descripción: ""Recorten de revistas alimentos que les gusten y péguenlos en una hoja.""";"Tema: Medios de comunicación. 

Descripción: ""Hagan un collage con imágenes de diferentes medios de comunicación que conozcan.""";"Tema: Problemas ambientales. 

Descripción: ""En grupos, hagan un collage que represente los principales problemas ambientales que conocen y sus causas.""";"Tema: Alimentos. 

Descripción: Los pequeños recortan alimentos. Los grandes los clasifican en saludables y no saludables."
63;Cartelera colectiva;Recueracion de contenido;Gráficas Visuales;;En una cartelera grande, todos aportan dibujos, palabras, recortes.;En una cartelera grande, todos aportan dibujos, palabras, recortes.;Todos pueden venir a pegar o dibujar algo.;"Tema: Los animales. 

Descripción: ""Tenemos esta cartelera grande. Cada uno puede dibujar o pegar el animal que más le guste.""";"Tema: Nuestra comunidad. 

Descripción: ""Vamos a construir entre todos una cartelera sobre nuestra comunidad: lugares, personas, tradiciones.""";"Tema: Derechos humanos. 

Descripción: ""Construyamos una cartelera colectiva sobre derechos humanos. Cada grupo aporta un derecho con imagen y texto.""";"Tema: La comunidad. 

Descripción: Cartelera común. Los pequeños dibujan lugares. Los grandes escriben sus nombres y funciones."
64;Línea de tiempo de saberes;Recueracion de contenido;Gráficas Visuales;;Ubican en una línea eventos o conocimientos que tienen sobre un tema.;Ubican en una línea eventos o conocimientos que tienen sobre un tema.;¿Qué pasó primero? ¿Y después?;"Tema: Mi vida. 

Descripción: ""Dibujen una línea y pongan: cuándo nacieron, cuándo empezaron el colegio, ahora.""";"Tema: Historia personal. 

Descripción: ""Hagan una línea de tiempo de su vida con los eventos más importantes que recuerden.""";"Tema: Historia universal. 

Descripción: ""Construyan una línea de tiempo con los eventos históricos que recuerden, ubicándolos aproximadamente en la época correcta.""";"Tema: Historia familiar. 

Descripción: Línea de tiempo: los pequeños dibujan eventos (cuando nací). Los grandes escriben fechas y eventos familiares."
65;Diagrama de Venn inicial;Recueracion de contenido;Gráficas Visuales;;Comparan dos conceptos usando círculos que se intersectan.;Comparan dos conceptos usando círculos que se intersectan.;¿Qué tienen en común? ¿Qué es diferente?;"Tema: Perros y gatos. 

Descripción: ""En un círculo lo de perros, en otro lo de gatos. En el medio lo que tienen igual.""";"Tema: Ciudad y campo. 

Descripción: ""Comparen la ciudad y el campo. ¿Qué tiene cada uno? ¿Qué tienen en común?""";"Tema: Democracia y dictadura. 

Descripción: ""Construyan un diagrama de Venn comparando democracia y dictadura: características únicas y comunes.""";"Tema: Animales domésticos y salvajes. 

Descripción: Los pequeños dibujan animales en cada lado. Los grandes escriben características en el centro."
66;Juego de preguntas (Quiz);Recueracion de contenido;Lúdicas;;Juego rápido de preguntas con puntos o competencia amable.;Juego rápido de preguntas con puntos o competencia amable.;¿Quién sabe la respuesta? Siguiente pregunta...;"Tema: Colores. 

Descripción: ""¿De qué color es el cielo? ¿Y el pasto? ¿Y el sol?""";"Tema: Tablas de multiplicar. 

Descripción: ""Juguemos a la 'guerra de tablas'. Por equipos, voy preguntando y el que responde gana un punto.""";"Tema: Cultura general. 

Descripción: ""Quiz rápido por equipos: capital de Francia, autor de El Quijote, año de la Independencia...""";"Tema: Preguntas variadas. 

Descripción: Preguntas a los pequeños: colores, números. A los grandes: operaciones, fechas. Todos suman para su equipo."
67;Bingo de saberes;Recueracion de contenido;Lúdicas;;Tarjetas con conceptos, el docente dice definiciones y marcan.;Tarjetas con conceptos, el docente dice definiciones y marcan.;Tengan sus cartones. Voy diciendo descripciones.;"Tema: Animales. 

Descripción: ""Cartón con dibujos de animales. Yo digo: 'Hace guau' y ustedes marcan al perro.""";"Tema: Figuras geométricas. 

Descripción: ""Cartón con figuras. Yo digo: 'Tiene tres lados' y marcan el triángulo.""";"Tema: Personajes históricos. 

Descripción: ""Cartón con personajes. Yo digo: 'Fue el libertador de varios países sudamericanos' y marcan a Bolívar o San Martín.""";"Tema: Animales. 

Descripción: Cartón con imágenes para pequeños, con palabras para grandes. El docente describe, todos marcan."
68;Adivinanzas;Recueracion de contenido;Lúdicas;;Presentan adivinanzas cuyas respuestas son conceptos del tema.;Presentan adivinanzas cuyas respuestas son conceptos del tema.;"A ver si adivinan: ""Blanca por dentro, verde por fuera, si quieres que te lo diga, espera."" (la pera)";"Tema: Frutas. 

Descripción: ""Oro parece, plata no es. ¿Qué es?"" (el plátano)";"Tema: Oficios. 

Descripción: ""Lleva casco y uniforme, apaga el fuego con manguera. ¿Quién es?"" (bombero)";"Tema: Conceptos científicos. 

Descripción: ""No tiene carga, pero está en el núcleo. Sin mí no habría identidad del átomo. ¿Qué soy?"" (neutrón)";"Tema: Adivinanzas. 

Descripción: Adivinanzas simples para pequeños, complejas para grandes. Todos participan."
69;Sopa de letras;Recueracion de contenido;Lúdicas;;Encuentran palabras relacionadas con el tema en una sopa de letras.;Encuentran palabras relacionadas con el tema en una sopa de letras.;Busquen las palabras de la lista en la sopa.;"Tema: Colores. 

Descripción: ""Encuentren en la sopa los nombres de los colores.""";"Tema: Partes del cuerpo. 

Descripción: ""Busquen en la sopa las partes del cuerpo que aparecen en la lista.""";"Tema: Elementos químicos. 

Descripción: ""Encuentren en la sopa los nombres de 10 elementos de la tabla periódica.""";"Tema: Vocabulario básico. 

Descripción: Sopa con imágenes para pequeños (encuentran la palabra que corresponde a la imagen) y lista para grandes."
70;Crucigrama;Recueracion de contenido;Lúdicas;;Resuelven un crucigrama con conceptos del tema.;Resuelven un crucigrama con conceptos del tema.;Completen el crucigrama con lo que saben.;"Tema: Animales. 

Descripción: ""Crucigrama con dibujos: el dibujo de un perro, escribir perro.""";"Tema: Verbos. 

Descripción: ""Crucigrama con definiciones: 'Acción de comer en pasado'.""";"Tema: Historia. 

Descripción: ""Crucigrama con personajes, fechas y conceptos históricos.""";"Tema: Palabras simples. 

Descripción: Crucigrama con dibujos para pequeños, con definiciones para grandes."
71;Memoria (pares);Recueracion de contenido;Lúdicas;;Tarjetas para emparejar conceptos con definiciones o imágenes.;Tarjetas para emparejar conceptos con definiciones o imágenes.;Encuentren la pareja de cada concepto.;"Tema: Animales y sonidos. 

Descripción: ""Emparejen el dibujo del animal con el sonido que hace.""";"Tema: Capitales y países. 

Descripción: ""Emparejen cada país con su capital.""";"Tema: Autores y obras. 

Descripción: ""Emparejen cada autor con su obra más conocida.""";"Tema: Animales. 

Descripción: Tarjetas: imagen para pequeños, palabra para grandes. Todos ayudan a emparejar."
72;¿Quién soy?;Recueracion de contenido;Lúdicas;;Tarjetas en la frente o en la espalda con un concepto, hacen preguntas para adivinar.;Tarjetas en la frente o en la espalda con un concepto, hacen preguntas para adivinar.;Haz preguntas de sí o no para adivinar qué eres.;"Tema: Animales. 

Descripción: ""Tarjeta en la frente con animal. Preguntan: ¿Vivo en la selva? ¿Soy grande?""";"Tema: Personajes históricos. 

Descripción: ""Tarjeta en la espalda con personaje. Por turnos preguntan: ¿Fui militar? ¿Nací en este país?""";"Tema: Conceptos científicos. 

Descripción: ""Tarjeta con concepto (gravedad, átomo, fotosíntesis). Preguntan para adivinar: ¿Es un proceso? ¿Es una fuerza?""";"Tema: Animales y personajes. 

Descripción: Tarjetas con imágenes para pequeños, con palabras para grandes. Juego en parejas mixtas."
73;La maleta viajera;Recueracion de contenido;Lúdicas;;Una maleta con objetos relacionados llega al aula, los estudiantes exploran y comentan.;Una maleta con objetos relacionados llega al aula, los estudiantes exploran y comentan.;¿Qué habrá en la maleta? ¿Para qué sirve esto?;"Tema: Oficios. 

Descripción: ""Maleta con herramientas: cuchara de palo, martillo de juguete, tijeras. ¿De quién será cada una?""";"Tema: Historia. 

Descripción: ""Maleta con objetos antiguos: teléfono de disco, monedas viejas, una carta. ¿Qué saben de estos objetos?""";"Tema: Arqueología. 

Descripción: ""Maleta con 'restos arqueológicos' (réplicas). Como arqueólogos, ¿qué pueden inferir de la cultura que usó estos objetos?""";"Tema: Objetos cotidianos. 

Descripción: Maleta con objetos. Los pequeños los nombran. Los grandes explican para qué sirven y cómo han cambiado."
74;Ubicación en el espacio;Recueracion de contenido;Corporales Kinestésicas;;Se ubican en diferentes lugares según su nivel de conocimiento.;Se ubican en diferentes lugares según su nivel de conocimiento.;"Si sabes mucho sobre el tema, ve a la ventana; si sabes poco, a la puerta.";"Tema: Animales. 

Descripción: ""Si tienen mascota en casa, van a la derecha. Si no tienen, a la izquierda.""";"Tema: Fracciones. 

Descripción: ""Si sabes sumar fracciones, ve al fondo; si no, quédate aquí; si estás en medio, al centro.""";"Tema: Filosofía. 

Descripción: ""Ubíquense en una línea según cuánto creen saber sobre filosofía: 0 (nada) a 10 (mucho). Observemos cómo se distribuyen.""";"Tema: Conteo. 

Descripción: ""Si sabes contar hasta 10, aquí. Si sabes hasta 20, allá."" Todos se ubican y cuentan."
75;Posturas corporales;Recueracion de contenido;Corporales Kinestésicas;;Adoptan posturas que representan conceptos.;Adoptan posturas que representan conceptos.;Muestra con tu cuerpo: ¿cómo es...?;"Tema: Animales. 

Descripción: ""Muestren con su cuerpo un animal. ¡A ver si adivino cuál es!""";"Tema: Emociones. 

Descripción: ""Muestren con el cuerpo cómo es una persona que está: contenta, triste, enojada, cansada.""";"Tema: Esculturas famosas. 

Descripción: ""Representen con su cuerpo una escultura famosa (El Pensador, David, La Venus). Sus compañeros adivinan.""";"Tema: Animales. 

Descripción: Todos representan animales. Los pequeños imitan, los grandes adivinan y dicen características."
76;Representación congelada;Recueracion de contenido;Corporales Kinestésicas;;En grupos, crean una imagen estática de un concepto.;En grupos, crean una imagen estática de un concepto.;En grupo, hagan una estatua que represente...;"Tema: La familia. 

Descripción: ""En grupos, hagan una estatua de una familia. Unos serán papá, mamá, hijos.""";"Tema: La escuela. 

Descripción: ""Representen una escena congelada de la escuela: en clase, en el recreo, en el comedor.""";"Tema: Eventos históricos. 

Descripción: ""Representen una escena congelada de un evento histórico (la firma de la Independencia, la llegada de los españoles).""";"Tema: Escenas cotidianas. 

Descripción: Grupo mixto: los pequeños hacen acciones simples, los grandes dirigen la escena."
77;Caminata de saberes;Recueracion de contenido;Corporales Kinestésicas;;Caminan por el aula y al encontrarse con alguien, comparten un saber.;Caminan por el aula y al encontrarse con alguien, comparten un saber.;Camina y cuando te cruces con alguien, comparte algo que sepas.;"Tema: Colores favoritos. 

Descripción: ""Caminen y cuando se crucen, digan su color favorito.""";"Tema: Comidas típicas. 

Descripción: ""Caminen y cuando se encuentren, díganse una comida típica que conozcan.""";"Tema: Conceptos. 

Descripción: ""Caminen. Al encontrarse, compartan un concepto relacionado con el tema y una breve explicación.""";"Tema: Saberes compartidos. 

Descripción: Pequeños y grandes se encuentran. Pequeños dicen una palabra. Grandes la explican."
78;Las cuatro esquinas;Recueracion de contenido;Corporales Kinestésicas;;Cada esquina tiene una opción, se ubican según su respuesta y explican.;Cada esquina tiene una opción, se ubican según su respuesta y explican.;Ve a la esquina que representa tu respuesta. ¿Por qué elegiste esa?;"Tema: Mascotas. 

Descripción: ""Esquina 1: perro. Esquina 2: gato. Esquina 3: pez. Esquina 4: otra. ¿Cuál es tu mascota favorita?""";"Tema: Estaciones. 

Descripción: ""¿Cuál es tu estación favorita? Ve a la esquina que la representa (verano, invierno, primavera, otoño).""";"Tema: Corrientes de opinión. 

Descripción: ""Frente a esta afirmación: 'La tecnología nos hace más libres'. Esquina 1: totalmente de acuerdo. Esquina 2: de acuerdo. Esquina 3: en desacuerdo. Esquina 4: totalmente en desacuerdo.""";"Tema: Gustos. 

Descripción: Esquinas con imágenes. Los pequeños se ubican. Los grandes explican su elección y ayudan a los pequeños a ubicarse."
79;El semáforo;Recueracion de contenido;Corporales Kinestésicas;;Tarjetas verdes (sé mucho), amarillas (sé algo), rojas (sé poco) que levantan.;Tarjetas verdes (sé mucho), amarillas (sé algo), rojas (sé poco) que levantan.;Levanten verde si saben mucho, amarilla si algo, roja si poco.;"Tema: Los números. 

Descripción: ""¿Quién sabe contar hasta 10? Levanten verde. ¿Hasta 5? Amarilla. ¿Menos? Roja.""";"Tema: Multiplicaciones. 

Descripción: ""¿Cómo se sienten con las tablas de multiplicar? Verde: las sé todas. Amarilla: me sé algunas. Roja: me cuesta trabajo.""";"Tema: Historia universal. 

Descripción: ""Autoevalúen su conocimiento sobre historia universal. Verde: sé mucho. Amarilla: sé algo. Roja: sé muy poco.""";"Tema: Autoevaluación. 

Descripción: Todos levantan colores según su percepción. Los grandes ayudan a los pequeños a entender la pregunta."
80;Encuesta digital rápida;Recueracion de contenido;Tecnológicas Digitales;;Usan celulares o tablets para responder una encuesta en tiempo real.;Usan celulares o tablets para responder una encuesta en tiempo real.;Entren al enlace y respondan la pregunta.;"Tema: Preferencias. 

Descripción: ""En sus tablets, escojan su fruta favorita: 🍎 🍌 🍊 🍇""";"Tema: Conocimientos. 

Descripción: ""Respondan en Mentimeter: ¿Qué saben sobre el ciclo del agua?""";"Tema: Opiniones. 

Descripción: ""Accedan a la encuesta y respondan: ¿Cuál creen que es el principal problema ambiental actual? (nube de palabras)""";"Tema: Preferencias. 

Descripción: Los pequeños usan emojis. Los grandes escriben respuestas. Los resultados se ven en tiempo real."
81;Pizarra colaborativa virtual;Recueracion de contenido;Tecnológicas Digitales;;Escriben en una pizarra digital compartida (Padlet, Jamboard).;Escriben en una pizarra digital compartida (Padlet, Jamboard).;Escriban en la pizarra lo que saben sobre el tema.;"Tema: Animales. 

Descripción: ""En el Padlet, cada uno pega la imagen de su animal favorito.""";"Tema: Ecosistemas. 

Descripción: ""En el Jamboard, escriban o peguen imágenes de los ecosistemas que conocen.""";"Tema: Corrientes literarias. 

Descripción: ""En el mural colaborativo, cada grupo aporta características de la corriente literaria que investigó.""";"Tema: Vocabulario. 

Descripción: Pizarra compartida. Los pequeños pegan imágenes. Los grandes escriben palabras."
82;Nube de palabras;Recueracion de contenido;Tecnológicas Digitales;;Generan una nube con las palabras que más se repiten al mencionar el tema.;Generan una nube con las palabras que más se repiten al mencionar el tema.;Digan palabras asociadas al tema y formaremos una nube.;"Tema: Vacaciones. 

Descripción: ""Digan palabras de vacaciones y hacemos una nube en la tablet.""";"Tema: Colombia. 

Descripción: ""En Mentimeter, escriban palabras que representen a Colombia. Formaremos una nube.""";"Tema: Globalización. 

Descripción: ""Accedan a la herramienta y escriban tres palabras que asocien con globalización. Veremos las más repetidas.""";"Tema: Palabras. 

Descripción: Los pequeños dicen palabras. Los grandes las escriben en la app. Todos ven la nube."
83;Video individual rápido;Recueracion de contenido;Tecnológicas Digitales;;Graban un video corto (1 min) diciendo lo que saben.;Graban un video corto (1 min) diciendo lo que saben.;Graba un video de 1 minuto explicando lo que sabes.;"Tema: Mi mascota. 

Descripción: ""Grábate contando cómo se llama tu mascota y qué le gusta hacer.""";"Tema: Mi fin de semana. 

Descripción: ""Graben un video corto contando qué hicieron el fin de semana.""";"Tema: Concepto. 

Descripción: ""Graben un video de 1 minuto explicando con sus palabras qué entienden por 'democracia'.""";"Tema: Presentaciones. 

Descripción: Los pequeños se presentan. Los grandes explican un tema. Todos se graban."
84;Foro virtual previo;Recueracion de contenido;Tecnológicas Digitales;;Antes de la clase, participan en un foro sobre el tema.;Antes de la clase, participan en un foro sobre el tema.;Entren al foro y respondan: ¿Qué saben sobre...?;"Tema: Fin de semana. 

Descripción: ""En el grupo de WhatsApp, cuenten qué hicieron el fin de semana.""";"Tema: Tema nuevo. 

Descripción: ""En el foro de Classroom, escriban: ¿Qué saben sobre los animales invertebrados?""";"Tema: Debate. 

Descripción: ""En el foro, respondan: ¿Qué opinan sobre el uso de redes sociales en adolescentes? Argumenten.""";"Tema: Pregunta inicial. 

Descripción: Los pequeños responden con audio. Los grandes con texto. Todos participan antes de clase."
85;Prueba diagnóstica escrita;Recueracion de contenido;Evaluativas Diagnósticas;;Cuestionario formal para identificar conocimientos previos.;Cuestionario formal para identificar conocimientos previos.;Responde las preguntas con honestidad. No es para nota.;"Tema: Números. 

Descripción: Hoja con dibujos: ""¿Cuántos hay?""";"Tema: Operaciones. 

Descripción: ""Resuelve estas sumas y restas. No importa si no sabes todas.""";"Tema: Evaluación diagnóstica. 

Descripción: ""Cuestionario de 10 preguntas sobre conceptos básicos de química. Responde lo que sepas.""";"Tema: Diagnóstico. 

Descripción: Prueba con secciones: dibujos para pequeños, preguntas escritas para grandes."
86;K-W-L (Lo que sé - lo que quiero saber - lo que aprendí);Recueracion de contenido;Evaluativas Diagnósticas;;Completan las dos primeras columnas: lo que sé y lo que quiero saber.;Completan las dos primeras columnas: lo que sé y lo que quiero saber.;¿Qué sabes? ¿Qué quieres saber?;"Tema: Dinosaurios. 

Descripción: ""Dibuja o escribe: ¿Qué sabes de dinosaurios? ¿Qué quieres saber?""";"Tema: La luz. 

Descripción: ""Completa: Lo que sé sobre la luz. Lo que quiero saber sobre la luz.""";"Tema: Filosofía. 

Descripción: ""Formato K-W-L: Lo que sé sobre filosofía, lo que quiero saber, y al final lo que aprendí.""";"Tema: Tema nuevo. 

Descripción: Los pequeños dibujan lo que saben y lo que quieren saber. Los grandes escriben."
87;Inventario de conceptos;Recueracion de contenido;Evaluativas Diagnósticas;;Lista de conceptos para que marquen si los conocen, los han oído o no los conocen.;Lista de conceptos para que marquen si los conocen, los han oído o no los conocen.;Marca: ✅ lo conozco, ⚠️ lo he oído, ❌ no lo conozco.;"Tema: Animales. 

Descripción: ""Lista con dibujos: marcar los que conocen.""";"Tema: Geometría. 

Descripción: ""Lista de figuras: triángulo, cuadrado, círculo, rombo, trapecio. Marca según conozcas.""";"Tema: Química. 

Descripción: ""Inventario de conceptos: átomo, molécula, elemento, compuesto, mezcla. Marca tu nivel.""";"Tema: Conceptos. 

Descripción: Lista con imágenes para pequeños, con palabras para grandes. Todos marcan."
88;Mapa conceptual inicial;Recueracion de contenido;Evaluativas Diagnósticas;;Construyen un mapa con lo que saben, sin haber estudiado el tema.;Construyen un mapa con lo que saben, sin haber estudiado el tema.;Haz un mapa con lo que sabes sobre el tema.;"Tema: Mi casa. 

Descripción: ""Dibuja tu casa y las personas que viven.""";"Tema: El cuerpo humano. 

Descripción: ""Dibuja un mapa con las partes del cuerpo que conozcas y cómo se relacionan.""";"Tema: Ecología. 

Descripción: ""Construye un mapa conceptual con lo que sabes sobre ecología: ecosistemas, cadenas, problemas ambientales.""";"Tema: Familia. 

Descripción: Mapa: los pequeños dibujan personas, los grandes escriben relaciones (hijo de, hermano de)."
89;Preguntas de opción múltiple;Recueracion de contenido;Evaluativas Diagnósticas;;Responden preguntas con opciones para identificar nivel.;Responden preguntas con opciones para identificar nivel.;Elige la opción correcta según lo que sepas.;"Tema: Colores. 

Descripción: ""¿De qué color es el plátano? a) Rojo b) Amarillo c) Verde""";"Tema: Capitales. 

Descripción: ""La capital de Colombia es: a) Medellín b) Bogotá c) Cali""";"Tema: Historia. 

Descripción: ""La Revolución Francesa ocurrió en: a) 1492 b) 1789 c) 1810""";"Tema: Preguntas variadas. 

Descripción: Preguntas con imágenes para pequeños, con texto para grandes."
90;Dibujo con etiquetas;Recueracion de contenido;Evaluativas Diagnósticas;;Dibujan y etiquetan partes o elementos según su conocimiento.;Dibujan y etiquetan partes o elementos según su conocimiento.;Dibuja y escribe los nombres que conozcas.;"Tema: La casa. 

Descripción: ""Dibuja una casa y escribe las partes que conozcas.""";"Tema: La planta. 

Descripción: ""Dibuja una planta y etiqueta sus partes (raíz, tallo, hojas, flor).""";"Tema: La célula. 

Descripción: ""Dibuja una célula animal e identifica las partes que conozcas con sus nombres.""";"Tema: Partes del cuerpo. 

Descripción: Silueta humana. Los pequeños señalan y nombran oralmente. Los grandes escriben las etiquetas."
91;Anécdotas de vida;Conexion;Personales;;Los estudiantes cuentan brevemente alguna experiencia personal relacionada con el tema.;Los estudiantes cuentan brevemente alguna experiencia personal relacionada con el tema.;¿Alguna vez les ha pasado algo parecido? ¿Qué recuerdan de esa experiencia?;"Tema: Mascotas. 

Descripción: ""¿Alguien tiene mascota en casa? ¿Cómo se llama? ¿Qué hace?""";"Tema: Paseos familiares. 

Descripción: ""¿Han ido de paseo con su familia? ¿A dónde? ¿Qué fue lo que más les gustó?""";"Tema: Migración. 

Descripción: ""¿Alguien en su familia ha tenido que mudarse a otra ciudad o país? Si se sienten cómodos, ¿quieren compartir cómo fue esa experiencia?""";"Tema: Mascotas. 

Descripción: Los pequeños cuentan cómo se llama su mascota. Los grandes cuentan alguna anécdota con ella."
92;Recuerdos significativos;Conexion;Personales;;Se evoca un recuerdo específico relacionado con el tema, con detalles sensoriales y emocionales.;Se evoca un recuerdo específico relacionado con el tema, con detalles sensoriales y emocionales.;¿Recuerdan la primera vez que...? ¿Cómo se sintieron? ¿Qué vieron, olieron, escucharon?;"Tema: La playa. 

Descripción: ""¿Recuerdan la primera vez que fueron a la playa? ¿Qué sintieron al ver el mar?""";"Tema: Aprendizajes. 

Descripción: ""¿Recuerdan cómo aprendieron a andar en bicicleta? ¿Fue fácil? ¿Quién les enseñó?""";"Tema: Logros personales. 

Descripción: ""Piensen en un logro que les haya costado esfuerzo alcanzar. ¿Cómo se sintieron cuando lo lograron? ¿Qué aprendieron de ese proceso?""";"Tema: Recuerdos. 

Descripción: ""¿Recuerdan su primer juguete favorito?"" Los pequeños dibujan, los grandes describen."
93;Gustos y preferencias;Conexion;Personales;;Se indaga sobre lo que les gusta, disgusta, interesa o llama la atención.;Se indaga sobre lo que les gusta, disgusta, interesa o llama la atención.;¿Qué les gusta hacer en su tiempo libre? ¿Qué cosas no les gustan?;"Tema: Comidas. 

Descripción: ""¿Cuál es su comida favorita? ¿Y la que menos les gusta?""";"Tema: Deportes. 

Descripción: ""¿Qué deportes les gusta practicar o ver? ¿Por qué?""";"Tema: Música. 

Descripción: ""¿Qué tipo de música escuchan? ¿Qué artistas o bandas les gustan? ¿Qué les transmiten sus letras?""";"Tema: Gustos. 

Descripción: Todos dibujan o escriben su comida favorita. Luego comparan."
94;Miedos y deseos;Conexion;Personales;;Se exploran temores y anhelos para conectar con aspectos emocionales profundos.;Se exploran temores y anhelos para conectar con aspectos emocionales profundos.;¿Qué cosas les dan miedo? ¿Qué les gustaría mucho que pasara?;"Tema: Miedos. 

Descripción: ""¿A qué le tienen miedo? ¿A la oscuridad? ¿A los monstruos?""";"Tema: Emociones. 

Descripción: ""¿Qué cosas les dan alegría? ¿Qué cosas les dan tristeza? ¿Cómo se siente cada emoción?""";"Tema: Proyecto de vida. 

Descripción: ""¿Cómo se imaginan en 10 años? ¿Qué les gustaría haber logrado? ¿Qué miedos tienen sobre el futuro?""";"Tema: Emociones. 

Descripción: Dibujan algo que les da alegría. Luego algo que les da miedo. Comparten quien quiera."
95;Preguntas personales;Conexion;Personales;;Se formulan preguntas que invitan a la introspección y conexión con uno mismo.;Se formulan preguntas que invitan a la introspección y conexión con uno mismo.;¿Cómo se sienten cuando...? ¿Qué piensan acerca de...?;"Tema: Amistad. 

Descripción: ""¿Cómo se sienten cuando juegan con sus amigos?""";"Tema: Identidad. 

Descripción: ""¿Qué es lo que más les gusta de ustedes mismos?""";"Tema: Ética. 

Descripción: ""¿Qué harían si vieran que alguien está siendo injusto con un compañero? ¿Por qué?""";"Tema: Sentimientos. 

Descripción: ""¿Cómo se sienten cuando están en el colegio?"" Los pequeños señalan caritas, los grandes explican."
96;Historias familiares;Conexion;Familiares;;Se recuperan relatos, anécdotas o tradiciones de las familias.;Se recuperan relatos, anécdotas o tradiciones de las familias.;¿Qué les cuentan sus abuelos? ¿Qué historias se cuentan en su familia?;"Tema: La familia. 

Descripción: ""¿Cómo se llaman sus papás? ¿Y sus abuelitos?""";"Tema: Tradiciones. 

Descripción: ""¿Qué celebraciones especiales tienen en su familia? ¿Cómo las celebran?""";"Tema: Historia local. 

Descripción: ""¿Qué historias les han contado sus abuelos sobre cómo era antes nuestro pueblo o ciudad? ¿Qué ha cambiado?""";"Tema: Familia. 

Descripción: Árbol genealógico simple. Pequeños dibujan a su familia. Grandes escriben nombres y relaciones."
97;Saberes familiares;Conexion;Familiares;;Conocimientos que tienen las familias (oficios, recetas, remedios caseros, etc.).;Conocimientos que tienen las familias (oficios, recetas, remedios caseros, etc.).;¿Qué saben hacer las personas de su familia? ¿Qué les han enseñado?;"Tema: Oficios. 

Descripción: ""¿En qué trabajan sus papás? ¿Qué hacen?""";"Tema: Cocina. 

Descripción: ""¿Qué platos especiales preparan en su casa? ¿Quién los prepara?""";"Tema: Saberes ancestrales. 

Descripción: ""¿En su familia usan algún remedio casero para enfermedades? ¿Qué plantas medicinales conocen? ¿Cómo las preparan?""";"Tema: Oficios. 

Descripción: Los pequeños dicen el trabajo de sus papás. Los grandes explican en qué consiste."
98;Fotos familiares;Conexion;Familiares;;Traen o describen fotografías de eventos familiares relevantes.;Traen o describen fotografías de eventos familiares relevantes.;¿Qué recuerdan de ese día? ¿Quiénes aparecen en la foto?;"Tema: Celebraciones. 

Descripción: ""¿Tienen fotos de sus cumpleaños? ¿Cómo celebran?""";"Tema: La familia. 

Descripción: ""Si trajeron una foto familiar, muéstrenla y cuenten quiénes son.""";"Tema: Memoria histórica. 

Descripción: ""Traigan o describan una foto familiar antigua. ¿Qué época representa? ¿Qué cambios ven con la actualidad?""";"Tema: Fotos. 

Descripción: Todos comparten una foto o recuerdo. Pequeños señalan personas, grandes cuentan historias."
99;Objetos familiares;Conexion;Familiares;;Objetos significativos que las familias conservan y tienen historia.;Objetos significativos que las familias conservan y tienen historia.;¿Qué objeto importante tiene su familia? ¿Qué historia guarda?;"Tema: La casa. 

Descripción: ""¿Tienen un juguete favorito en casa? ¿Cuál?""";"Tema: Historia familiar. 

Descripción: ""¿Hay algún objeto antiguo en su casa que haya sido de sus abuelos? ¿Cuál es su historia?""";"Tema: Patrimonio cultural. 

Descripción: ""¿Qué objetos familiares consideran parte de su patrimonio? ¿Por qué son valiosos para ustedes?""";"Tema: Objetos queridos. 

Descripción: Todos traen o dibujan un objeto especial. Pequeños muestran, grandes cuentan su historia."
100;Consejos familiares;Conexion;Familiares;;Refranes, dichos, enseñanzas que transmiten las familias.;Refranes, dichos, enseñanzas que transmiten las familias.;¿Qué refranes usan en casa? ¿Qué consejos les dan sus abuelos?;"Tema: Consejos. 

Descripción: ""¿Qué les dicen sus papás cuando se van a dormir?""";"Tema: Sabiduría popular. 

Descripción: ""¿Conocen algún refrán que use su familia? Por ejemplo: 'Al que madruga, Dios le ayuda'. ¿Qué significa?""";"Tema: Filosofía popular. 

Descripción: ""Recopilen refranes o dichos de su familia. Analicemos: ¿Qué valores transmiten? ¿Qué visión del mundo reflejan?""";"Tema: Dichos. 

Descripción: Comparten dichos. Pequeños los dibujan, grandes explican su significado."
